bug_type,count,example_source_id,example_category,example_bug_family,example_original_statement,example_buggy_statement,suggested_mutation_type,suggested_omp_construct,suggested_bug_omp_concept,needs_review
REMOVE_USE_DEVICE_ADDR,4,tests/5.0/target_data/test_target_data_use_device_addr.c,target_data,target_mapping,#pragma omp target data use_device_addr(device_data),#pragma omp target data,REMOVE_CONSTRUCT,target_mapping,general_code,FALSE
REMOVE_USE_DEVICE_PTR,2,tests/5.0/target_data/test_target_data_use_device_ptr.c,target_data,target_mapping,#pragma omp target data map(to: array_device[0:N]) use_device_ptr(array_device),#pragma omp target data map(to: array_device[0:N]),REMOVE_CONSTRUCT,target_mapping,mapping,FALSE
REMOVE_USM,3,tests/6.0/target/test_target_map_self_array.c,target,requires,#pragma omp requires unified_shared_memory,/* omp requires unified_shared_memory removed */,REMOVE_CONSTRUCT,target_mapping,data_sharing,FALSE
REMOVE_DEPEND,3,tests/6.0/task/test_task_transparent_export.c,task,task_dependency,depend(out: x),,REMOVE_DEPENDENCY,task,dependency,FALSE
REMOVE_DEPEND_INOUT,1,tests/5.0/task/test_task_detach.c,task,task_dependency,#pragma omp task depend(inout: y),#pragma omp task,REMOVE_DEPENDENCY,task,dependency,FALSE
REMOVE_DEPEND_IN_C,1,tests/5.0/task/test_task_depend_mutexinoutset.c,task,task_dependency,#pragma omp task depend(in: c),#pragma omp task,REMOVE_DEPENDENCY,task,dependency,FALSE
REMOVE_DEPEND_IN_XY,1,tests/5.1/depend/test_target_depend_out_omp_all_memory.c,depend,dependency,"#pragma omp task shared(x, y, errors) depend(in: x, y)","#pragma omp task shared(x, y, errors)",REMOVE_DEPENDENCY,target_mapping,dependency,FALSE
REMOVE_DEPEND_OUT_FIRST_TARGET,1,tests/6.0/taskgraph/test_taskgraph_target.c,taskgraph,dependency,"# pragma omp target nowait map(tofrom: y) depend(out: y) shared(y)
                        ++y;","# pragma omp target nowait map(tofrom: y) shared(y)
                        ++y;",REMOVE_DEPENDENCY,taskgraph,mapping,FALSE
REMOVE_DEPEND_OUT_Y,1,tests/5.1/depend/test_depend_inout_omp_all_memory.c,depend,task_dependency,#pragma omp task depend(out: y),#pragma omp task,REMOVE_DEPENDENCY,depend,dependency,FALSE
REMOVE_DOACROSS_SINK,2,tests/5.2/ordered/test_ordered_doacross.c,ordered,ordered_doacross,#pragma omp ordered doacross(sink: i-1),/* ordered doacross sink removed */,REMOVE_DEPENDENCY,ordered,dependency,FALSE
REMOVE_DOACROSS_SOURCE,2,tests/5.2/ordered/test_ordered_doacross.c,ordered,ordered_doacross,#pragma omp ordered doacross(source:),/* ordered doacross source removed */,REMOVE_DEPENDENCY,ordered,dependency,FALSE
REMOVE_IN_REDUCTION,6,tests/5.0/task/test_task_in_reduction.c,task,reduction,#pragma omp task in_reduction(+: sum),#pragma omp task,REMOVE_DEPENDENCY,task,reduction,FALSE
TARGET_REMOVE_IN_REDUCTION,1,tests/5.0/target/test_target_in_reduction.c,target,reduction,#pragma omp target in_reduction(+:sum),#pragma omp target,REMOVE_DEPENDENCY,target_mapping,reduction,FALSE
REMOVE_DIST_CHUNK_SIZE,1,tests/4.5/target_teams_distribute/test_target_teams_distribute_dist_schedule.c,target_teams_distribute,schedule,"dist_schedule(static, CHUNK_SIZE)",dist_schedule(static),REMOVE_STATEMENT,target_mapping,general_code,FALSE
REMOVE_LOCK_COUNTPRIME,1,tests/4.5/task/test_task_lock.c,task,synchronization,omp_set_lock(&lock);,/* lock acquisition removed */,REMOVE_STATEMENT,task,runtime_api,FALSE
REMOVE_ATOMIC,6,tests/5.0/target/test_target_collapse.c,target,synchronization,"#pragma omp atomic
      A[i] += B[j];","/* omp atomic removed */
      A[i] += B[j];",REMOVE_SYNCHRONIZATION,target_mapping,atomic,FALSE
REMOVE_ATOMIC_CAPTURE,2,tests/6.0/parallel/test_parallel_safesync.c,parallel,synchronization,#pragma omp atomic capture,/* atomic capture removed */,REMOVE_SYNCHRONIZATION,parallel,atomic,FALSE
REMOVE_ATOMIC_COMPARE,2,tests/5.1/atomic/test_atomic_compare.c,atomic,synchronization,#pragma omp atomic compare,/* atomic compare removed */,REMOVE_SYNCHRONIZATION,atomic,atomic,FALSE
REMOVE_ATOMIC_CONTENDED_NONSPEC,1,tests/5.0/atomic/test_atomic_hint.c,atomic,synchronization,#pragma omp atomic hint(omp_sync_hint_contended+omp_sync_hint_nonspeculative),/* atomic removed */,REMOVE_SYNCHRONIZATION,atomic,atomic,FALSE
REMOVE_ATOMIC_DECREMENT,2,tests/5.1/masked/test_masked.c,masked,synchronization,#pragma omp atomic,/* atomic removed */,REMOVE_SYNCHRONIZATION,masked,atomic,FALSE
REMOVE_ATOMIC_READ,1,tests/5.0/target_requires/test_target_requires_atomic_default_mem_order_relaxed.c,target_requires,synchronization,"#pragma omp atomic read
            tmp = y;","/* omp atomic read removed */
            tmp = y;",REMOVE_SYNCHRONIZATION,atomic,atomic,FALSE
REMOVE_ATOMIC_RELEASE,1,tests/6.0/parallel/test_parallel_safesync.c,parallel,synchronization,#pragma omp atomic release,/* atomic release removed */,REMOVE_SYNCHRONIZATION,parallel,atomic,FALSE
REMOVE_ATOMIC_SHARE,1,tests/4.5/target_teams_distribute/test_target_teams_distribute_shared.c,target_teams_distribute,synchronization,"#pragma omp atomic
    share = share + a[x];","/* omp atomic removed */
    share = share + a[x];",REMOVE_SYNCHRONIZATION,target_mapping,atomic,FALSE
REMOVE_ATOMIC_UNUSED_ENUM,1,tests/5.0/atomic/test_atomic_num_hint.c,atomic,synchronization,#pragma omp atomic hint(0X1024) //As of OMP Spec 5.0 only values till 0x8 have been taken,/* atomic removed */,REMOVE_SYNCHRONIZATION,atomic,atomic,FALSE
REMOVE_ATOMIC_UPDATE,6,tests/5.1/scope/test_scope_construct.c,scope,synchronization,#pragma omp atomic update,/* atomic update removed */,REMOVE_SYNCHRONIZATION,scope,atomic,FALSE
REMOVE_ATOMIC_USED_HINT,1,tests/5.0/atomic/test_atomic_num_hint_device.c,atomic,synchronization,"#pragma omp atomic hint(0X4) // corrosponds to omp_sync_hint_nonspeculative
    x++;","/* omp atomic hint(0X4) removed */
    x++;",REMOVE_SYNCHRONIZATION,atomic,atomic,FALSE
REMOVE_ATOMIC_WRITE_INIT,1,tests/5.1/allocate/test_target_calloc.c,allocate,synchronization,"#pragma omp atomic write
          not_init_to_zero = 1;","/* omp atomic write removed */
          not_init_to_zero = 1;",REMOVE_SYNCHRONIZATION,target_mapping,atomic,FALSE
REMOVE_BARRIER,1,tests/5.1/dispatch/test_dispatch_nowait.c,dispatch,synchronization,#pragma omp barrier,/* barrier removed */,REMOVE_SYNCHRONIZATION,dispatch,general_code,FALSE
REMOVE_MUTEXINOUTSET_T5,1,tests/5.0/task/test_task_depend_mutexinoutset.c,task,task_dependency,#pragma omp task depend(in: b) depend(mutexinoutset: c),#pragma omp task depend(in: b),REMOVE_SYNCHRONIZATION,task,dependency,FALSE
REMOVE_TASKWAIT,3,tests/6.0/task/test_task_threadset_ancestor_THREADS_RESERVE.c,task,synchronization,#pragma omp taskwait,/* taskwait removed */,REMOVE_SYNCHRONIZATION,task,taskwait,FALSE
REMOVE_TASKWAIT_DEPEND_X,1,tests/5.0/taskwait/test_taskwait_depend.c,taskwait,synchronization,#pragma omp taskwait depend(in: x) //Requires the completion of the 1st task,/* taskwait depend(in: x) removed */,REMOVE_SYNCHRONIZATION,taskwait,dependency,FALSE
REMOVE_TASKWAIT_DEPEND_XY,1,tests/5.0/taskwait/test_taskwait_depend.c,taskwait,synchronization,"#pragma omp taskwait depend(in: x,y) //Requires the completion of both tasks","/* taskwait depend(in: x,y) removed */",REMOVE_SYNCHRONIZATION,taskwait,dependency,FALSE
REMOVE_TASKWAIT_NOWAIT_DEPEND,1,tests/5.1/taskwait/test_task_nowait.c,taskwait,synchronization,#pragma omp taskwait nowait depend(inout: test_scalar) depend(out: test_arr),/* taskwait nowait depend removed */,REMOVE_SYNCHRONIZATION,taskwait,dependency,FALSE
ACCUMULATE_TO_ASSIGN,5,tests/5.0/target_parallel_loop/test_target_parallel_loop_order.c,target_parallel_loop,loop_body,a[i] += b[i]*c[i];,a[i] = b[i]*c[i];,NEEDS_REVIEW,loop,general_code,TRUE
ADD_DEV_PLUS_ONE_TO_DEV,1,tests/4.5/target/test_target_device.c,target,loop_body,array[i] += dev + 1;,array[i] += dev;,NEEDS_REVIEW,target_mapping,general_code,TRUE
ADD_DEV_TO_ADD_ONE,1,tests/4.5/target_teams_distribute_parallel_for/test_target_teams_distribute_parallel_for_devices.c,target_teams_distribute_parallel_for,loop_body,a[i] += dev;,a[i] += 1;,NEEDS_REVIEW,target_mapping,general_code,TRUE
ADD_TO_NOOP,1,tests/4.5/target_simd/test_target_simd_simdlen.c,target_simd,loop_body,A[i] += A[i];,A[i] = A[i];,NEEDS_REVIEW,target_mapping,general_code,TRUE
ADD_TO_SUB,3,tests/5.0/target/test_target_teams_num_teams.c,target,loop_body,c[i] = a[i] + b[i];,c[i] = a[i] - b[i];,NEEDS_REVIEW,target_mapping,general_code,TRUE
ADD_TO_SUBTRACT,5,tests/5.0/target/test_target_collapse.c,target,loop_body,A[i] += B[j];,A[i] -= B[j];,NEEDS_REVIEW,target_mapping,general_code,TRUE
ALIGNED_CLAUSE_64_TO_8,2,tests/5.1/allocate/test_omp_target_aligned_alloc_device.c,allocate,simd_clause,#pragma omp parallel for simd simdlen(16) aligned(x: 64),#pragma omp parallel for simd simdlen(16) aligned(x: 8),NEEDS_REVIEW,target_mapping,allocator,TRUE
ANCESTOR_TO_DEVICE_NUM,1,tests/5.0/target/test_target_device.c,target,target_configuration,#pragma omp target device(ancestor: 1) map(to: a) map(to: which_device),#pragma omp target device(device_num: 1) map(to: a) map(to: which_device),NEEDS_REVIEW,target_mapping,mapping,TRUE
ARRAY_ASSIGN_10_TO_9,1,tests/4.5/target_teams_distribute_parallel_for/test_target_teams_distribute_parallel_for_map_from.c,target_teams_distribute_parallel_for,loop_body,a[j] = 10;,a[j] = 9;,NEEDS_REVIEW,target_mapping,general_code,TRUE
ARR_INIT_PLUS_ONE_TO_PLUS_TWO,1,tests/4.5/target_teams_distribute_parallel_for/test_target_teams_distribute_parallel_for_reduction.c,target_teams_distribute_parallel_for,loop_body,Arr[i] = i + 1;,Arr[i] = i + 2;,NEEDS_REVIEW,target_mapping,general_code,TRUE
ARR_TEAM_NUM_TO_THREAD_NUM,1,tests/4.5/target_teams_distribute_parallel_for/test_target_teams_distribute_parallel_for_dist_schedule.c,target_teams_distribute_parallel_for,loop_body,arr[i] = omp_get_team_num();,arr[i] = omp_get_thread_num();,NEEDS_REVIEW,target_mapping,runtime_api,TRUE
ASSIGN1_TO2,1,tests/6.0/target/test_target_data_use_device_address.c,target,loop_body,array[i] = 1;,array[i] = 2;,NEEDS_REVIEW,target_mapping,general_code,TRUE
ASSIGN_I_TO_I_PLUS1,4,tests/5.1/metadirective/test_metadirective_target_device_kind_any.c,metadirective,loop_body,A[i] = i;,A[i] = i + 1;,NEEDS_REVIEW,metadirective,general_code,TRUE
ASSIGN_ZERO,1,tests/5.0/target_simd/test_target_simd_order_concurrent.c,target_simd,loop_body,c[i] = struct_t.a[i] * b[i];,c[i] = 0;,NEEDS_REVIEW,target_mapping,general_code,TRUE
ATOMIC_MEM_ORDER_ACQ_REL_TO_RELAXED,1,tests/5.0/target_requires/test_target_requires_atomic_default_mem_order_acq_rel.c,target_requires,requires,#pragma omp requires atomic_default_mem_order(acq_rel),#pragma omp requires atomic_default_mem_order(relaxed),NEEDS_REVIEW,atomic,atomic,TRUE
ATOMIC_MEM_ORDER_SEQ_CST_TO_RELAXED,1,tests/5.0/target_requires/test_target_requires_atomic_default_mem_order_seq_cst.c,target_requires,requires,#pragma omp requires atomic_default_mem_order(seq_cst),#pragma omp requires atomic_default_mem_order(relaxed),NEEDS_REVIEW,atomic,atomic,TRUE
A_2J_TO_J,1,tests/5.0/requires/test_requires_reverse_offload.c,requires,loop_body,A[j] = 2*j;,A[j] = j;,NEEDS_REVIEW,target_mapping,general_code,TRUE
A_ADD_I_TO_SUB_I,1,tests/5.0/allocate/test_allocate_on_device.c,allocate,loop_body,A[i] = x[i] + i;,A[i] = x[i] - i;,NEEDS_REVIEW,allocator,general_code,TRUE
A_ADD_TO_SUB,1,tests/5.0/program_control/test_omp_get_device_num.c,program_control,loop_body,a[i] = b[i] + c[i];,a[i] = b[i] - c[i];,NEEDS_REVIEW,runtime_api,general_code,TRUE
A_I2_TO_I,1,tests/5.0/target/test_target_map_with_close_modifier.c,target,loop_body,a[i] += i*2;,a[i] += i;,NEEDS_REVIEW,target_mapping,general_code,TRUE
A_PLUS1_TO_PLUS2,1,tests/5.2/declare_target/test_declare_target_enter.c,declare_target,loop_body,a[i] += 1;,a[i] += 2;,NEEDS_REVIEW,target_mapping,general_code,TRUE
A_PLUS5_TO_MINUS5,1,tests/5.1/interop/test_interop_target.c,interop,loop_body,A[j] += 5;,A[j] -= 5;,NEEDS_REVIEW,target_mapping,general_code,TRUE
BODY_ADD_TO_SUB,4,tests/4.5/target_teams_distribute/test_target_teams_distribute_reduction_add.c,target_teams_distribute,loop_body,total += a[x] + b[x];,total -= a[x] + b[x];,NEEDS_REVIEW,target_mapping,general_code,TRUE
BODY_AND_TO_OR,2,tests/4.5/target_teams_distribute/test_target_teams_distribute_reduction_and.c,target_teams_distribute,loop_body,result = result && a[x];,result = result || a[x];,NEEDS_REVIEW,target_mapping,general_code,TRUE
BODY_BITAND_TO_BITOR,3,tests/4.5/target_teams_distribute/test_target_teams_distribute_reduction_bitand.c,target_teams_distribute,loop_body,b = b & a[x];,b = b | a[x];,NEEDS_REVIEW,target_mapping,general_code,TRUE
BODY_BITOR_TO_BITAND,3,tests/4.5/target_teams_distribute/test_target_teams_distribute_reduction_bitor.c,target_teams_distribute,loop_body,b = b | a[x];,b = b & a[x];,NEEDS_REVIEW,target_mapping,general_code,TRUE
BODY_BITXOR_TO_BITOR,2,tests/4.5/target_teams_distribute/test_target_teams_distribute_reduction_bitxor.c,target_teams_distribute,loop_body,b = (b ^ a[x]);,b = (b | a[x]);,NEEDS_REVIEW,target_mapping,general_code,TRUE
BODY_FMAX_TO_FMIN,2,tests/4.5/target_teams_distribute/test_target_teams_distribute_reduction_max.c,target_teams_distribute,loop_body,"result = fmax(a[x] + b[x], result);","result = fmin(a[x] + b[x], result);",NEEDS_REVIEW,target_mapping,general_code,TRUE
BODY_FMIN_TO_FMAX,2,tests/4.5/target_teams_distribute/test_target_teams_distribute_reduction_min.c,target_teams_distribute,loop_body,"result = fmin(result, a[x] + b[x]);","result = fmax(result, a[x] + b[x]);",NEEDS_REVIEW,target_mapping,general_code,TRUE
BODY_MUL_TO_ADD,3,tests/4.5/target_teams_distribute/test_target_teams_distribute_reduction_multiply.c,target_teams_distribute,loop_body,result *= a[x + y];,result += a[x + y];,NEEDS_REVIEW,target_mapping,general_code,TRUE
BODY_OR_TO_AND,3,tests/4.5/target_teams_distribute/test_target_teams_distribute_reduction_or.c,target_teams_distribute,loop_body,result = result || a[x];,result = result && a[x];,NEEDS_REVIEW,target_mapping,general_code,TRUE
BODY_SUB_TO_ADD,3,tests/4.5/target_teams_distribute/test_target_teams_distribute_reduction_subtract.c,target_teams_distribute,loop_body,total -= a[x] + b[x];,total += a[x] + b[x];,NEEDS_REVIEW,target_mapping,general_code,TRUE
B_ADD_TO_SUB,1,tests/4.5/target_update/test_target_update_from.c,target_update,loop_body,b[j] = (a[j] + b[j]);// b = 12,b[j] = (a[j] - b[j]);// b = 12,NEEDS_REVIEW,target_mapping,general_code,TRUE
B_PLUS2_TO_PLUS1,1,tests/5.2/declare_target/test_declare_target_enter_device_type_any.c,declare_target,loop_body,b[i] += 2;,b[i] += 1;,NEEDS_REVIEW,target_mapping,general_code,TRUE
B_PLUS_A_TO_MINUS_A,1,tests/5.0/task/test_task_affinity_device.c,task,loop_body,B[i] += A[i];,B[i] -= A[i];,NEEDS_REVIEW,task,general_code,TRUE
CHECK10_TO15,1,tests/6.0/target/test_declare_target_local.c,target,condition,device_value != 10,device_value != 15,NEEDS_REVIEW,target_mapping,general_code,TRUE
COMPUTE_INCREMENT_I_TO_I_PLUS_ONE,1,tests/4.5/target/test_target_map_array_default.c,target,loop_body,compute_array[i] += i;,compute_array[i] += i + 1;,NEEDS_REVIEW,target_mapping,general_code,TRUE
COPY_VALUE_PLUS_ONE,1,tests/4.5/target_data/test_target_data_map_to_from.c,target_data,loop_body,h_array2_h[i] = h_array_h[i];,h_array2_h[i] = h_array_h[i] + 1;,NEEDS_REVIEW,target_mapping,general_code,TRUE
COUNTER_INC2,1,tests/6.0/target/test_target_interchange.c,target,loop_body,a[i][j] = counter++;,a[i][j] = counter += 2;,NEEDS_REVIEW,target_mapping,general_code,TRUE
COUNTER_INCREMENT_BY_TWO,1,tests/6.0/target/test_target_reverse.c,target,loop_body,counter++;,counter += 2;,NEEDS_REVIEW,target_mapping,general_code,TRUE
C_ADD_B_TO_SUB_B,2,tests/4.5/target_update/test_target_update_if.c,target_update,loop_body,c[j] = (c[j] + b[j]);//if b is updated c=16 else c=14,c[j] = (c[j] - b[j]);//if b is updated c=16 else c=14,NEEDS_REVIEW,target_mapping,general_code,TRUE
C_ADD_TO_SUB,1,tests/4.5/task/test_task_target.c,task,loop_body,c[i] = a[i] + b[i];,c[i] = a[i] - b[i];,NEEDS_REVIEW,task,general_code,TRUE
C_ASSIGN_ZERO,1,tests/5.0/teams_loop/test_target_teams_loop_allocate.c,teams_loop,loop_body,c[i] = local;,c[i] = 0;,NEEDS_REVIEW,loop,general_code,TRUE
C_PLUS_B_TO_MINUS_B,1,tests/5.0/target/test_target_task_depend_mutexinoutset.c,target,loop_body,c += b; /* Task T5 */,c -= b; /* Task T5 */,NEEDS_REVIEW,target_mapping,general_code,TRUE
DEFAULT_STRUCT_TO_EXPLICIT_TO,1,tests/4.5/target/test_target_map_struct_default.c,target,target_mapping,#pragma omp target,#pragma omp target map(to: single),NEEDS_REVIEW,target_mapping,mapping,TRUE
DEVICE10_TO20,1,tests/6.0/target/test_declare_target_local.c,target,loop_body,local_var = 10;,local_var = 20;,NEEDS_REVIEW,target_mapping,general_code,TRUE
DEVICE_ADDRESS_TO_NULL,1,tests/6.0/target/test_target_map_type_modifier_self.c,target,loop_body,device_address = &scalar_value;,device_address = NULL;,NEEDS_REVIEW,target_mapping,general_code,TRUE
DEVICE_ANCESTOR_TO_DEFAULT,1,tests/5.0/requires/test_requires_reverse_offload.c,requires,target_configuration,"#pragma omp target device(ancestor:1) map(always, to: A)","#pragma omp target map(always, to: A)",NEEDS_REVIEW,target_mapping,mapping,TRUE
DEVICE_NUM_TO_ANCESTOR,1,tests/5.0/target/test_target_device.c,target,target_configuration,"#pragma omp target device(device_num: first_device_num) map(tofrom: b, target_device_num)","#pragma omp target device(ancestor: first_device_num) map(tofrom: b, target_device_num)",NEEDS_REVIEW,target_mapping,mapping,TRUE
DEVICE_PLUS10_TO_PLUS11,1,tests/5.0/requires/test_requires_unified_shared_memory_static_is_device_ptr.c,requires,loop_body,aPtr[i] += 10;,aPtr[i] += 11;,NEEDS_REVIEW,target_mapping,general_code,TRUE
DEVICE_PLUS10_TO_PLUS9,2,tests/5.0/requires/test_requires_unified_shared_memory_heap_is_device_ptr.c,requires,loop_body,anArray[i] += 10;,anArray[i] += 9;,NEEDS_REVIEW,target_mapping,general_code,TRUE
DEVICE_PLUS2_TO_PLUS1,1,tests/5.0/target/test_target_in_reduction.c,target,loop_body,*sum += 2;,*sum += 1;,NEEDS_REVIEW,target_mapping,general_code,TRUE
DEVICE_PTR_TO_NULL,1,tests/6.0/target/test_target_map_self.c,target,loop_body,device_pointer = &var;,device_pointer = NULL;,NEEDS_REVIEW,target_mapping,general_code,TRUE
DEVICE_TASK1_OR_TO_AND,1,tests/4.5/target_enter_data/test_target_enter_data_depend.c,target_enter_data,loop_body,h_array[i] = DEVICE_TASK1_BIT | in_1[i] | in_2[i];,h_array[i] = DEVICE_TASK1_BIT & in_1[i] & in_2[i];,NEEDS_REVIEW,target_mapping,general_code,TRUE
DEVICE_TASK_OR_TO_AND,1,tests/4.5/target_update/test_target_update_depend.c,target_update,loop_body,h_array[i] = DEVICE_TASK1_BIT | in_1[i] | in_2[i];,h_array[i] = DEVICE_TASK1_BIT & in_1[i] & in_2[i];,NEEDS_REVIEW,target_mapping,general_code,TRUE
DEVICE_TYPE_NOHOST_TO_HOST,1,tests/6.0/target/test_target_teams_groupprivate_devicetype_nohost.c,target,data_sharing,#pragma omp groupprivate(group_sum) device_type(nohost),#pragma omp groupprivate(group_sum) device_type(host),NEEDS_REVIEW,target_mapping,data_sharing,TRUE
D_70_TO_69,1,tests/5.2/target_enter_data/test_target_enter_data_map.c,target_enter_data,loop_body,D[i] = 70;,D[i] = 69;,NEEDS_REVIEW,target_mapping,general_code,TRUE
ENTER_EXIT_IF_GT_TO_LT,1,tests/4.5/target_enter_exit_data/test_target_enter_exit_data_if.c,target_enter_exit_data,condition,#pragma omp target enter data if(size > SIZE_THRESHOLD) map(to: size) map(to: c[0:size]),#pragma omp target enter data if(size < SIZE_THRESHOLD) map(to: size) map(to: c[0:size]),NEEDS_REVIEW,target_mapping,mapping,TRUE
FIRSTPRIVATE_PTR_REMOVED,1,tests/5.1/target/test_target_is_accessible.c,target,data_sharing,#pragma omp target firstprivate(ptr),#pragma omp target,NEEDS_REVIEW,target_mapping,data_sharing,TRUE
FIVE_I_TO_FOUR_I,1,tests/5.1/target/test_target_is_accessible.c,target,loop_body,ptr[i] = 5*i;,ptr[i] = 4*i;,NEEDS_REVIEW,target_mapping,general_code,TRUE
FMAX_TO_FMIN,1,tests/5.0/loop/test_loop_reduction_max_device.c,loop,loop_body,"result = fmax(a[x] + b[x], result);","result = fmin(a[x] + b[x], result);",NEEDS_REVIEW,loop,general_code,TRUE
FMIN_TO_FMAX,1,tests/5.0/loop/test_loop_reduction_min_device.c,loop,loop_body,"result = fmin(result, a[x] + b[x]);","result = fmax(result, a[x] + b[x]);",NEEDS_REVIEW,loop,general_code,TRUE
FOUR_L_TO_THREE_L,1,tests/5.0/target_teams_distribute_parallel_for/test_target_teams_distribute_parallel_for_collapse.c,target_teams_distribute_parallel_for,loop_body,a[i][j][k][l] += i+2*j+3*k+4*l;,a[i][j][k][l] += i+2*j+3*k+3*l;,NEEDS_REVIEW,target_mapping,general_code,TRUE
GET_DEVICE_NUM_TO_INITIAL,1,tests/5.0/target/test_target_device.c,target,runtime_api,target_device_num = omp_get_device_num();,target_device_num = omp_get_initial_device();,NEEDS_REVIEW,target_mapping,runtime_api,TRUE
GET_DEVICE_NUM_TO_INITIAL_DEVICE,1,tests/5.0/program_control/test_omp_get_device_num.c,program_control,runtime_api,target_device_num = omp_get_device_num();,target_device_num = omp_get_initial_device();,NEEDS_REVIEW,runtime_api,runtime_api,TRUE
HOST_PLUS10_TO_PLUS9,1,tests/5.0/requires/test_requires_unified_shared_memory_stack_is_device_ptr.c,requires,loop_body,aPtr[i] += 10;,aPtr[i] += 9;,NEEDS_REVIEW,target_mapping,general_code,TRUE
I2_TO_I3,1,tests/5.1/target/test_target_memcpy_async_no_obj.c,target,loop_body,mem_dev_cpy[i] = i*2; // initialize data on device,mem_dev_cpy[i] = i*3; // initialize data on device,NEEDS_REVIEW,target_mapping,general_code,TRUE
IF0_TO_IF1_FIRST_TASK,1,tests/4.5/task/test_task_if.c,task,condition_semantics,#pragma omp task shared(A) if(0),#pragma omp task shared(A) if(1),NEEDS_REVIEW,task,data_sharing,TRUE
IF_GE_TO_GT,2,tests/4.5/target_teams_distribute_parallel_for/test_target_teams_distribute_parallel_for_if_no_modifier.c,target_teams_distribute_parallel_for,condition,#pragma omp target teams distribute parallel for if(attempt >= ATTEMPT_THRESHOLD)\,#pragma omp target teams distribute parallel for if(attempt > ATTEMPT_THRESHOLD)\,NEEDS_REVIEW,target_mapping,general_code,TRUE
IF_PARALLEL_TO_TARGET,1,tests/4.5/target_teams_distribute_parallel_for/test_target_teams_distribute_parallel_for_if_parallel_modifier.c,target_teams_distribute_parallel_for,condition,#pragma omp target teams distribute parallel for if(parallel: attempt >= ATTEMPT_THRESHOLD)\,#pragma omp target teams distribute parallel for if(target: attempt >= ATTEMPT_THRESHOLD)\,NEEDS_REVIEW,target_mapping,general_code,TRUE
IF_TARGET_TO_PARALLEL,1,tests/4.5/target_teams_distribute_parallel_for/test_target_teams_distribute_parallel_for_if_target_modifier.c,target_teams_distribute_parallel_for,condition,#pragma omp target teams distribute parallel for if(target: attempt >= ATTEMPT_THRESHOLD)\,#pragma omp target teams distribute parallel for if(parallel: attempt >= ATTEMPT_THRESHOLD)\,NEEDS_REVIEW,target_mapping,general_code,TRUE
INCREMENT_ONE_TO_TWO,1,tests/4.5/target_data/test_target_data_map_tofrom.c,target_data,loop_body,h_array_h[i] += 1;,h_array_h[i] += 2;,NEEDS_REVIEW,target_mapping,general_code,TRUE
INCREMENT_TO_DECREMENT,1,tests/4.5/target_update/test_target_update_devices.c,target_update,loop_body,h_matrix[i]++;,h_matrix[i]--;,NEEDS_REVIEW,target_mapping,general_code,TRUE
INCREMENT_TO_PLUS2,1,tests/4.5/taskloop/test_target_taskloop_shared.c,taskloop,loop_body,++s_val;,s_val += 2;,NEEDS_REVIEW,taskloop,general_code,TRUE
INDUCTION_MUL_TO_ADD,2,tests/6.0/target/test_target_declare_induction.c,target,loop_body,induction_var *= 2 * step_var;,induction_var += 2 * step_var;,NEEDS_REVIEW,target_mapping,general_code,TRUE
INNER_PLUS1_TO_PLUS2,1,tests/5.0/declare_target/test_declare_target_nested_functions.c,declare_target,loop_body,return 1 + a;,return 2 + a;,NEEDS_REVIEW,target_mapping,general_code,TRUE
IS_INITIAL_DEVICE_NEGATED,1,tests/5.0/target/test_target_parallel_if_device.c,target,runtime_api,InitDev[0] = omp_is_initial_device();,InitDev[0] = !omp_is_initial_device();,NEEDS_REVIEW,target_mapping,runtime_api,TRUE
ITERATOR_N_TO_N_MINUS_1,1,tests/5.1/target_update/test_target_update_iterator.c,target_update,target_update,#pragma omp target update to(iterator(it = 0:N): new_struct.data[it]),#pragma omp target update to(iterator(it = 0:N-1): new_struct.data[it]),NEEDS_REVIEW,target_mapping,general_code,TRUE
ITERATOR_RANGE_N_TO_N_MINUS_1,1,tests/5.1/target/test_target_map_iterators.c,target,target_mapping,iterator(it = 0:N),iterator(it = 0:N-1),NEEDS_REVIEW,target_mapping,general_code,TRUE
ITERATOR_TO_TO,1,tests/5.1/target/test_target_map_iterators.c,target,target_mapping,"#pragma omp target map(iterator(it = 0:N), tofrom: test_lst[it][:1]) map(to: test_lst)","#pragma omp target map(iterator(it = 0:N), to: test_lst[it][:1]) map(to: test_lst)",NEEDS_REVIEW,target_mapping,mapping,TRUE
I_PLUS_ASCLR_TO_I_MINUS_ASCLR,1,tests/4.5/target/test_target_map_scalar_no_map_type_modifier.c,target,loop_body,compute_array[i] = i + asclr;,compute_array[i] = i - asclr;,NEEDS_REVIEW,target_mapping,general_code,TRUE
LEN_N_TO_N_MINUS1,1,tests/5.0/declare_mapper/test_declare_mapper_target_struct.c,declare_mapper,loop_bounds,for(size_t i = 0; i < s->len; i++),for(size_t i = 0; i < s->len - 1; i++),NEEDS_REVIEW,declare_mapper,general_code,TRUE
LOCAL_TO_ENTER,1,tests/6.0/declare_target/test_declare_target_directive_local.c,declare_target,declare_target,"#pragma omp declare_target local(sum, x)","#pragma omp declare_target enter(sum, x)",NEEDS_REVIEW,target_mapping,general_code,TRUE
